purpose,installment,dti
debt_consolidation,296.99,27.7
educational,670.13,15.88
credit_card,100.97,15.73
all_other,282.84,23.84
debt_consolidation,335.4,27.04
all_other,419.29,1.66
debt_consolidation,136.46,6.9
debt_consolidation,710.18,20.83
educational,830,22.72
debt_consolidation,130.41,3.85
all_other,31.63,18.03
debt_consolidation,316.28,6.74
debt_consolidation,437.51,28.21
home_improvement,68.54,10.08
home_improvement,755.91,11.15
credit_card,573.16,10.82
debt_consolidation,61.96,2.84
debt_consolidation,294.33,21.24
credit_card,685.13,11.68
debt_consolidation,169.8,4.88
debt_consolidation,676.2,22.25
credit_card,54.59,1.92
home_improvement,649.02,2.94
home_improvement,128.04,6.31
all_other,208.38,13.5
home_improvement,153.8,24.71
debt_consolidation,170.58,6.69
home_improvement,883.88,3.12
debt_consolidation,188.46,19.46
debt_consolidation,390.73,14.36
major_purchase,536.11,19.23
credit_card,331.95,15.73
debt_consolidation,364.99,23.53
debt_consolidation,271.68,4.22
debt_consolidation,259.33,15.38
debt_consolidation,368.48,6.92
credit_card,172.43,6.99
credit_card,191.88,21.23
debt_consolidation,416.75,15.73
debt_consolidation,334.91,21.91
debt_consolidation,629.55,12.72
credit_card,124.16,21.04
all_other,113.07,3
all_other,804.16,16.84
all_other,201.04,2.22
all_other,723.74,16.94
debt_consolidation,225.86,28.29
all_other,229.28,14.09
all_other,276.62,25.99
debt_consolidation,413.46,18.96
credit_card,241.55,25.33
credit_card,759.27,18.89
debt_consolidation,230.3,4.2
debt_consolidation,153.52,6.06
credit_card,101.43,3.37
credit_card,111.64,22.92
educational,276.62,15.95
all_other,462.74,15.27
debt_consolidation,185.95,29.2
debt_consolidation,50.94,14.2
debt_consolidation,502.6,19.96
debt_consolidation,168.28,19.02
debt_consolidation,107.95,26.77
educational,123.06,21.33
all_other,33.51,0.85
educational,15.67,0
debt_consolidation,425.79,13.18
all_other,20.29,28.61
credit_card,138.05,24.08
credit_card,192.72,29.95
debt_consolidation,248.96,9.67
debt_consolidation,378.64,25.65
debt_consolidation,335.07,20.1
debt_consolidation,101.43,13.92
all_other,688.17,16.47
all_other,82.64,20.33
credit_card,68.54,14.85
all_other,856.63,19.09
debt_consolidation,297.37,4.54
debt_consolidation,293.05,15.71
debt_consolidation,485.63,12.91
debt_consolidation,490.12,18.94
debt_consolidation,132.8,3.39
all_other,49.13,13.5
debt_consolidation,207.47,13.34
debt_consolidation,304.29,18.51
debt_consolidation,172.11,16.57
all_other,70.57,13.8
all_other,667.06,2.38
debt_consolidation,281.58,21.91
all_other,258.16,19.63
credit_card,185.11,19.87
all_other,375.24,29.3
home_improvement,271.68,21.28
debt_consolidation,445.45,18.93
debt_consolidation,246.38,22.74
debt_consolidation,214.2,27.33
debt_consolidation,171.33,10.38
educational,157.92,5.14
debt_consolidation,38.04,16.81
all_other,497.01,2.7
all_other,330.53,19.93
major_purchase,266.83,14.2
major_purchase,770.46,17.03
credit_card,180.15,15.51
credit_card,121.03,20.76
debt_consolidation,413.06,3.8
debt_consolidation,397.71,13.89
all_other,203.76,9.28
debt_consolidation,192.93,17.87
all_other,96.03,3.6
debt_consolidation,371.96,22.55
debt_consolidation,277.84,6.73
credit_card,207.47,22.13
debt_consolidation,348.87,15.1
major_purchase,338.1,9.13
all_other,664,18.96
major_purchase,148.77,18.04
all_other,82.99,28.06
credit_card,247.84,17.78
debt_consolidation,437.99,11.84
debt_consolidation,489.03,8.65
credit_card,200.12,17.69
credit_card,272.92,11.1
debt_consolidation,84.14,22.32
all_other,348.87,25.72
all_other,169.8,16.62
credit_card,85.09,28.15
debt_consolidation,280.31,25.4
debt_consolidation,341.15,19.73
all_other,116.2,26.84
credit_card,68.54,17.17
credit_card,342.66,12.99
debt_consolidation,89.56,25.77
all_other,407.52,3.9
debt_consolidation,535.95,24.29
credit_card,315.84,18.54
debt_consolidation,249,5.7
major_purchase,163.77,0.47
debt_consolidation,342.66,7.63
debt_consolidation,414.93,9.76
debt_consolidation,176.7,13.38
debt_consolidation,807.8,26.97
debt_consolidation,688.42,25.4
debt_consolidation,573.16,16.44
debt_consolidation,344.21,6.13
credit_card,373.62,23.22
debt_consolidation,361.38,29.72
all_other,284.66,0.29
debt_consolidation,411.99,20.48
credit_card,182.7,26.78
all_other,179.26,3.06
educational,123.36,19.81
credit_card,345.78,9.73
debt_consolidation,166,20.76
credit_card,227.87,23.04
debt_consolidation,85.29,4.18
credit_card,503.22,24.71
all_other,116.95,26.84
educational,83.77,3.78
credit_card,644.8,25.68
all_other,183.39,3.11
credit_card,414.93,10.24
all_other,353.55,12.37
debt_consolidation,163.01,12.08
all_other,21.59,26.89
credit_card,211.18,28.34
all_other,247.9,21.22
credit_card,309.79,27.84
debt_consolidation,644.8,25.59
all_other,224.07,7.6
debt_consolidation,196.71,20.84
all_other,45,11.65
debt_consolidation,530.33,18.12
all_other,163.77,5
all_other,291.68,6.87
all_other,15.75,14.02
all_other,242.05,11.14
debt_consolidation,143.92,9.2
debt_consolidation,279.42,28.36
credit_card,181.5,27.14
debt_consolidation,97.81,18.89
debt_consolidation,164.76,11.12
all_other,308.26,27.4
credit_card,136.21,29.7
debt_consolidation,453.52,14.52
debt_consolidation,30.29,25.11
credit_card,399.28,11.09
all_other,289.4,17.12
all_other,203.76,25.93
debt_consolidation,134.03,20.07
all_other,193.64,20.6
credit_card,216.39,25.07
debt_consolidation,167.7,10.4
debt_consolidation,314.1,17.24
all_other,259.33,25.68
all_other,270.7,15.1
debt_consolidation,163.75,22.72
credit_card,201.94,25.48
debt_consolidation,165.23,11.39
educational,190.18,6.77
debt_consolidation,100.97,19.52
credit_card,148.04,21.5
credit_card,58.69,11.55
debt_consolidation,106.73,9.1
home_improvement,163.72,24.46
debt_consolidation,179.12,26.78
debt_consolidation,119.27,13
debt_consolidation,119.71,10.91
debt_consolidation,123.06,9.37
debt_consolidation,324.11,22.58
all_other,266.55,18.08
home_improvement,227.87,26.08
all_other,73.72,10.53
debt_consolidation,74.35,13.68
all_other,79.53,16.05
debt_consolidation,151.28,26.24
debt_consolidation,75.73,7.27
home_improvement,172.89,14.17
debt_consolidation,143.29,28.56
debt_consolidation,207.31,26.88
debt_consolidation,196.52,13.44
debt_consolidation,218.12,27.41
all_other,190.82,22.45
debt_consolidation,179.92,27.86
debt_consolidation,135.84,18.74
all_other,41.68,24.81
debt_consolidation,204.69,25.84
credit_card,104.05,10.14
credit_card,58.96,18.24
debt_consolidation,207.47,12.65
credit_card,102.8,22.79
all_other,104.81,12
credit_card,108.2,19.96
debt_consolidation,60.58,8.34
debt_consolidation,103.63,15.87
debt_consolidation,115.24,10.43
home_improvement,116.74,26.74
home_improvement,202.13,10.63
debt_consolidation,242.05,16.3
all_other,90.9,10.15
all_other,170.58,16.16
credit_card,83.77,24.17
debt_consolidation,258.16,18.37
home_improvement,255.86,24.59
debt_consolidation,107.01,28.3
debt_consolidation,185.04,28.66
major_purchase,125.35,12.2
all_other,68.85,24.16
all_other,210.56,5.6
debt_consolidation,260.47,17.59
all_other,138.31,3.55
debt_consolidation,175.55,26.4
debt_consolidation,57.48,11.72
credit_card,163.01,4.65
major_purchase,46.91,20.4
all_other,230.3,11.93
all_other,102.8,6.69
all_other,210.56,2.71
home_improvement,188.91,17.43
major_purchase,94.01,1.29
debt_consolidation,84.53,3.94
credit_card,165.23,19.75
all_other,265.17,28.35
all_other,244.28,28.26
debt_consolidation,62.24,21.86
debt_consolidation,247.9,20.67
educational,135.84,17.63
home_improvement,62.97,0.29
debt_consolidation,247.9,17.5
major_purchase,33.36,1.62
all_other,33.73,20.4
debt_consolidation,252.42,18.87
debt_consolidation,69.78,17.85
educational,250.15,21.34
all_other,259.33,24.73
all_other,255.86,20.95
all_other,126.52,0.9
credit_card,75.06,10.35
all_other,64.79,21.65
debt_consolidation,252.42,14.78
debt_consolidation,160.05,10.53
all_other,98.26,3.09
all_other,164.48,2.37
all_other,220.39,2.21
all_other,238.81,10.8
all_other,243.38,15.69
debt_consolidation,265.17,24.01
all_other,157.43,0.6
all_other,240.08,19.46
credit_card,234.55,25.78
home_improvement,143.25,9.17
debt_consolidation,203.76,12.15
all_other,119.41,8.86
debt_consolidation,135.84,10.99
credit_card,258.16,16.04
all_other,58.34,28.29
debt_consolidation,246.75,21.32
credit_card,218.34,17.37
credit_card,220.74,10.95
all_other,60.86,10.85
all_other,160.1,14.64
all_other,56.68,0.65
major_purchase,128.62,7.29
debt_consolidation,189.32,4.89
credit_card,48.68,4.96
all_other,124.84,25.51
debt_consolidation,242.29,13.37
all_other,40.03,7.64
debt_consolidation,208.25,9.71
debt_consolidation,184.28,7.49
debt_consolidation,181.79,9.9
debt_consolidation,96.47,5.45
all_other,94.01,7.66
major_purchase,97.27,1.73
debt_consolidation,197.99,26.46
debt_consolidation,122.64,28.7
home_improvement,260.47,17.76
credit_card,114.96,23.44
home_improvement,254.7,15.1
debt_consolidation,128.56,14.46
all_other,182.46,0.42
all_other,135.84,8.98
debt_consolidation,249,18.16
debt_consolidation,63.95,25.07
all_other,169.05,9.22
all_other,41.31,22.2
all_other,81.51,22.94
all_other,75.39,11.74
all_other,32.61,14.7
credit_card,245.65,6.38
credit_card,213.85,2.78
debt_consolidation,67.62,6.94
all_other,149.59,26.36
debt_consolidation,134.03,23.02
all_other,121.72,9.14
major_purchase,113.58,12.86
debt_consolidation,199.2,15.38
home_improvement,107.01,25.03
educational,67.02,17.69
all_other,61.13,11.22
debt_consolidation,95.95,8.5
debt_consolidation,252.2,8.93
all_other,186.72,19.4
all_other,141.02,1.43
major_purchase,243.11,18.91
debt_consolidation,194.22,11.62
debt_consolidation,258.16,26.27
debt_consolidation,181.61,10.04
educational,42.42,4.67
credit_card,245.65,11.41
debt_consolidation,102.8,15.44
all_other,231.14,10.63
debt_consolidation,251.3,11.72
all_other,136.46,10.21
credit_card,261.65,24.94
all_other,242.04,18.85
credit_card,202.08,25.09
debt_consolidation,193.26,20.88
all_other,145.7,28.41
credit_card,249.9,12.11
all_other,260.25,14.84
all_other,113.87,0.71
all_other,170.41,17.88
all_other,81.07,24.51
all_other,138.8,17.47
all_other,205.42,9.01
credit_card,263.72,22.83
all_other,86.75,24.47
home_improvement,266.1,20.93
credit_card,239.66,6.24
credit_card,244.27,2.07
all_other,160.64,7.24
credit_card,150.63,10.89
credit_card,169.8,7.79
credit_card,364.89,13.9
debt_consolidation,306.7,7.86
debt_consolidation,245.07,24.12
all_other,116.1,8.44
debt_consolidation,235.44,8.7
credit_card,534.5,12.76
home_improvement,497.58,19.66
all_other,144.43,29.9
all_other,35.83,4.2
all_other,503.32,18.8
all_other,174.26,15.65
credit_card,170.8,10.18
debt_consolidation,274.39,27.26
debt_consolidation,262.57,21.38
educational,157.55,23.89
all_other,140.37,1.57
credit_card,281.3,5.93
all_other,232.2,4.33
all_other,50.49,15.6
all_other,40.9,26.19
credit_card,134.38,12.37
educational,71.9,8.11
credit_card,233.06,8.6
credit_card,155.49,27.6
major_purchase,109.06,17.44
debt_consolidation,166.75,8
all_other,111.25,12.52
debt_consolidation,259.08,17.73
debt_consolidation,160.18,11.28
all_other,152.68,9.94
major_purchase,183.24,11.83
educational,109.28,26.68
debt_consolidation,266.99,19.5
debt_consolidation,73.14,16.78
all_other,119.83,10.19
credit_card,269.61,27.47
debt_consolidation,41.64,18.27
credit_card,170.41,14.01
debt_consolidation,263.72,19.58
credit_card,235.39,26.62
educational,61.35,3.85
all_other,209.12,11.5
home_improvement,227.56,22.32
credit_card,245.13,25.76
debt_consolidation,55.27,16.97
debt_consolidation,223.6,19.89
home_improvement,192.47,10.85
credit_card,257.91,17.67
credit_card,185.77,13.79
credit_card,202.35,21.82
all_other,253.32,1.03
debt_consolidation,165.92,28.76
all_other,125.28,21.1
all_other,175.05,25.63
debt_consolidation,41.2,16.67
all_other,51.41,21.66
debt_consolidation,229.73,21.02
all_other,153.02,23.28
debt_consolidation,86.66,2.45
debt_consolidation,193.31,12.33
debt_consolidation,170.3,24.8
all_other,137.55,20.37
credit_card,266.1,17.92
all_other,103.63,5.23
credit_card,246.14,16.83
educational,52.05,10
credit_card,84.64,5.48
debt_consolidation,227.29,18.2
credit_card,199.17,8.21
all_other,68.78,27.18
credit_card,198.12,6.5
all_other,112.52,27.21
debt_consolidation,59.92,17.7
educational,107.85,29.74
educational,81.05,23.34
all_other,250.58,15.88
debt_consolidation,276.29,25.47
credit_card,221.12,14.8
debt_consolidation,140.4,21.45
debt_consolidation,337.14,15.92
home_improvement,276.84,7.29
small_business,659.14,15.75
debt_consolidation,85.05,4.19
debt_consolidation,275.84,16.12
debt_consolidation,116.12,22.32
credit_card,262.45,17.54
small_business,674.27,4.89
home_improvement,202.28,10.77
debt_consolidation,541.89,16.69
debt_consolidation,857.46,12.7
debt_consolidation,262.45,6.93
small_business,677.36,15.16
all_other,266.06,9.87
debt_consolidation,869.7,9.49
small_business,850.44,23.05
all_other,701.96,0.98
debt_consolidation,302.33,14.68
small_business,869.7,11.74
debt_consolidation,901.06,12.99
home_improvement,127.91,6.46
debt_consolidation,168.57,20.38
all_other,268.48,14.4
debt_consolidation,539.42,6.11
debt_consolidation,165.55,2.07
home_improvement,665.15,10.06
small_business,257.43,22.85
all_other,337.14,12.8
credit_card,311.68,10.72
credit_card,268.48,18.5
small_business,845,7.91
debt_consolidation,264.88,11.74
credit_card,541.89,24.55
debt_consolidation,869.7,13.73
educational,559.13,6.83
debt_consolidation,154.46,19.5
small_business,95.94,1.36
credit_card,334.11,9.51
debt_consolidation,365.78,9.43
debt_consolidation,189.64,20.45
educational,114.27,20.2
home_improvement,252.28,8.22
debt_consolidation,773.22,22.77
credit_card,186.57,4.36
credit_card,319.47,19.58
debt_consolidation,479.66,24.4
home_improvement,350.02,8.83
credit_card,538.78,24.89
credit_card,397.97,19.63
debt_consolidation,534.41,5.02
small_business,138.89,22.7
all_other,268.95,22.22
debt_consolidation,340.76,21.99
debt_consolidation,207.23,22.17
all_other,277.53,14.91
debt_consolidation,235.56,21.53
debt_consolidation,265.32,19.52
debt_consolidation,329.57,12.31
debt_consolidation,183.24,5.53
small_business,392.57,8.49
home_improvement,103.62,14.16
debt_consolidation,182.34,23.36
debt_consolidation,169.62,9.65
credit_card,374.67,12.79
all_other,139.39,18.35
all_other,178.14,2.91
small_business,250.49,12.26
debt_consolidation,334.67,15.39
all_other,511.14,9.98
debt_consolidation,241.76,19.38
credit_card,282.03,23.9
debt_consolidation,169.62,9.9
all_other,532.05,21.95
credit_card,426.02,9.62
home_improvement,497.46,17.11
debt_consolidation,337.71,19.7
credit_card,189.12,22.6
debt_consolidation,520.37,12.42
major_purchase,267.73,21.29
all_other,175.79,13.12
debt_consolidation,336.18,21.64
educational,173.46,9.52
debt_consolidation,518.06,22.42
small_business,497.46,17.65
credit_card,294.16,18.01
debt_consolidation,407.08,17.36
debt_consolidation,412.6,13.79
small_business,123.24,11.6
all_other,210.01,7.85
small_business,511.14,14.64
small_business,84.38,0.93
small_business,397.97,7.31
debt_consolidation,497.46,19.17
debt_consolidation,495.21,14.65
debt_consolidation,101.77,17.68
credit_card,546.27,11.27
educational,507.62,16.45
debt_consolidation,295.18,18.18
home_improvement,168.76,13.8
debt_consolidation,336.02,10.12
debt_consolidation,345.37,7.6
home_improvement,362.59,13.46
credit_card,336.18,2.9
all_other,275.07,5.65
debt_consolidation,260.53,10.44
all_other,385.14,7.41
small_business,890.68,4.33
all_other,204.46,12.02
debt_consolidation,508.84,6.71
debt_consolidation,342.29,9.34
debt_consolidation,539.13,9.91
all_other,345.05,23.11
credit_card,551.05,2.96
small_business,270.17,4.42
all_other,171.15,5.62
educational,532.05,4.45
home_improvement,127.79,10.78
all_other,315.02,8.53
all_other,174.24,18.99
debt_consolidation,333.15,7.02
credit_card,483.49,19.05
small_business,693.83,6.68
debt_consolidation,109.74,23.36
all_other,54.28,6.72
all_other,171.15,13.71
debt_consolidation,143.77,14.24
all_other,72.97,17
all_other,178.93,3.27
all_other,105.48,13.2
all_other,281.12,9.53
educational,182.89,4.57
debt_consolidation,170.38,22.18
all_other,684.58,4.34
home_improvement,206.86,18.98
all_other,103.62,2.21
all_other,88.68,1.51
home_improvement,342.02,15.24
all_other,69.7,3.22
all_other,66.49,20.33
debt_consolidation,700.04,12.61
debt_consolidation,332.07,12.27
